Result,Toss,Bat,Ground,Type,Selected_team,Other_team
lost,lost,1st,Belfast,T20,Nepal,Ireland
won,lost,2nd,Belfast,T20,P.N.G.,Ireland
lost,won,1st,Belfast,T20,Ireland,P.N.G.
won,won,2nd,Belfast,T20,Hong Kong,Nepal
lost,lost,1st,Belfast,T20,Nepal,Hong Kong
won,won,2nd,Dublin (Malahide),T20,P.N.G.,Nepal
lost,lost,1st,Dublin (Malahide),T20,Nepal,P.N.G.
won,won,1st,Harare,T20,India,Zimbabwe
lost,lost,2nd,Harare,T20,Zimbabwe,India
won,lost,1st,Dublin (Malahide),T20,Hong Kong,Ireland
lost,won,2nd,Dublin (Malahide),T20,Ireland,Hong Kong
won,won,1st,Harare,T20,Zimbabwe,India
lost,lost,2nd,Harare,T20,India,Zimbabwe
won,lost,2nd,Dublin (Malahide),T20,Hong Kong,Afghanistan
lost,won,1st,Dublin (Malahide),T20,Afghanistan,Hong Kong
won,lost,2nd,Dublin (Malahide),T20,Afghanistan,P.N.G.
lost,won,1st,Dublin (Malahide),T20,P.N.G.,Afghanistan
won,won,2nd,Dublin (Malahide),T20,Scotland,Hong Kong
lost,lost,1st,Dublin (Malahide),T20,Hong Kong,Scotland
won,won,2nd,Dublin,T20,Afghanistan,Oman
lost,lost,1st,Dublin,T20,Oman,Afghanistan
won,won,2nd,Dublin (Malahide),T20,Netherlands,Ireland
lost,lost,1st,Dublin (Malahide),T20,Ireland,Netherlands
won,won,1st,Colombo (RPS),T20,Pakistan,Sri Lanka
lost,lost,2nd,Colombo (RPS),T20,Sri Lanka,Pakistan
won,lost,2nd,Colombo (RPS),T20,Pakistan,Sri Lanka
lost,won,1st,Colombo (RPS),T20,Sri Lanka,Pakistan
won,lost,1st,Harare,T20,New Zealand,Zimbabwe
lost,won,2nd,Harare,T20,Zimbabwe,New Zealand
won,won,2nd,Durban,T20,South Africa,New Zealand
lost,lost,1st,Durban,T20,New Zealand,South Africa
won,won,1st,Centurion,T20,New Zealand,South Africa
lost,lost,2nd,Centurion,T20,South Africa,New Zealand
won,lost,1st,Cardiff,T20,England,Australia
lost,won,2nd,Cardiff,T20,Australia,England
won,won,1st,Harare,T20,Pakistan,Zimbabwe
lost,lost,2nd,Harare,T20,Zimbabwe,Pakistan
won,won,1st,Harare,T20,Pakistan,Zimbabwe
lost,lost,2nd,Harare,T20,Zimbabwe,Pakistan
won,won,2nd,Dharamsala,T20,South Africa,India
lost,lost,1st,Dharamsala,T20,India,South Africa
won,won,2nd,Cuttack,T20,South Africa,India
lost,lost,1st,Cuttack,T20,India,South Africa
won,lost,2nd,Bulawayo,T20,Afghanistan,Zimbabwe
lost,won,1st,Bulawayo,T20,Zimbabwe,Afghanistan
won,lost,2nd,Bulawayo,T20,Afghanistan,Zimbabwe
lost,won,1st,Bulawayo,T20,Zimbabwe,Afghanistan
won,lost,1st,Pallekele,T20,Sri Lanka,West Indies
lost,won,2nd,Pallekele,T20,West Indies,Sri Lanka
won,won,1st,Colombo (RPS),T20,West Indies,Sri Lanka
lost,lost,2nd,Colombo (RPS),T20,Sri Lanka,West Indies
won,won,2nd,Mirpur,T20,Bangladesh,Zimbabwe
lost,lost,1st,Mirpur,T20,Zimbabwe,Bangladesh
won,lost,2nd,Mirpur,T20,Zimbabwe,Bangladesh
lost,won,1st,Mirpur,T20,Bangladesh,Zimbabwe
won,won,2nd,Abu Dhabi,T20,Oman,Hong Kong
lost,lost,1st,Abu Dhabi,T20,Hong Kong,Oman
won,won,2nd,Abu Dhabi,T20,U.A.E.,Oman
lost,lost,1st,Abu Dhabi,T20,Oman,U.A.E.
won,lost,1st,Abu Dhabi,T20,Oman,Hong Kong
lost,won,2nd,Abu Dhabi,T20,Hong Kong,Oman
won,won,2nd,Abu Dhabi,T20,Hong Kong,Oman
lost,lost,1st,Abu Dhabi,T20,Oman,Hong Kong
won,won,1st,Dubai (DICS),T20,England,Pakistan
lost,lost,2nd,Dubai (DICS),T20,Pakistan,England
won,won,1st,Dubai (DICS),T20,England,Pakistan
lost,lost,2nd,Dubai (DICS),T20,Pakistan,England
won,lost,2nd,Abu Dhabi,T20,Hong Kong,Afghanistan
lost,won,1st,Abu Dhabi,T20,Afghanistan,Hong Kong
won,lost,1st,Abu Dhabi,T20,Afghanistan,Oman
lost,won,2nd,Abu Dhabi,T20,Oman,Afghanistan
won,lost,1st,Abu Dhabi,T20,Afghanistan,Oman
lost,won,2nd,Abu Dhabi,T20,Oman,Afghanistan
tied,won,1st,Sharjah,T20,England,Pakistan
tied,lost,2nd,Sharjah,T20,Pakistan,England
won,lost,1st,Mount Maunganui,T20,New Zealand,Sri Lanka
lost,won,2nd,Mount Maunganui,T20,Sri Lanka,New Zealand
won,won,1st,Sharjah,T20,Afghanistan,Zimbabwe
lost,lost,2nd,Sharjah,T20,Zimbabwe,Afghanistan
won,won,2nd,Auckland,T20,New Zealand,Sri Lanka
lost,lost,1st,Auckland,T20,Sri Lanka,New Zealand
won,lost,1st,Sharjah,T20,Afghanistan,Zimbabwe
lost,won,2nd,Sharjah,T20,Zimbabwe,Afghanistan
won,lost,1st,Auckland,T20,Pakistan,New Zealand
lost,won,2nd,Auckland,T20,New Zealand,Pakistan
won,lost,2nd,Khulna,T20,Bangladesh,Zimbabwe
lost,won,1st,Khulna,T20,Zimbabwe,Bangladesh
won,lost,2nd,Hamilton,T20,New Zealand,Pakistan
lost,won,1st,Hamilton,T20,Pakistan,New Zealand
won,won,1st,Khulna,T20,Bangladesh,Zimbabwe
lost,lost,2nd,Khulna,T20,Zimbabwe,Bangladesh
won,won,1st,Khulna,T20,Zimbabwe,Bangladesh
lost,lost,2nd,Khulna,T20,Bangladesh,Zimbabwe
won,lost,1st,Wellington,T20,New Zealand,Pakistan
lost,won,2nd,Wellington,T20,Pakistan,New Zealand
won,won,1st,Khulna,T20,Zimbabwe,Bangladesh
lost,lost,2nd,Khulna,T20,Bangladesh,Zimbabwe
won,lost,1st,Adelaide,T20,India,Australia
lost,won,2nd,Adelaide,T20,Australia,India
won,lost,1st,Melbourne,T20,India,Australia
lost,won,2nd,Melbourne,T20,Australia,India
won,won,2nd,Mong Kok,T20,Hong Kong,Scotland
lost,lost,1st,Mong Kok,T20,Scotland,Hong Kong
won,lost,1st,Mong Kok,T20,Scotland,Hong Kong
lost,won,2nd,Mong Kok,T20,Hong Kong,Scotland
won,lost,2nd,Sydney,T20,India,Australia
lost,won,1st,Sydney,T20,Australia,India
won,lost,1st,ICCA Dubai,T20,Netherlands,U.A.E.
lost,won,2nd,ICCA Dubai,T20,U.A.E.,Netherlands
won,won,1st,ICCA Dubai,T20,U.A.E.,Scotland
lost,lost,2nd,ICCA Dubai,T20,Scotland,U.A.E.
won,won,1st,ICCA Dubai,T20,Scotland,Netherlands
lost,lost,2nd,ICCA Dubai,T20,Netherlands,Scotland
won,won,2nd,Townsville,T20,Ireland,P.N.G.
lost,lost,1st,Townsville,T20,P.N.G.,Ireland
won,lost,1st,Townsville,T20,Ireland,P.N.G.
lost,won,2nd,Townsville,T20,P.N.G.,Ireland
won,won,1st,Townsville,T20,P.N.G.,Ireland
lost,lost,2nd,Townsville,T20,Ireland,P.N.G.
won,won,2nd,Pune,T20,Sri Lanka,India
lost,lost,1st,Pune,T20,India,Sri Lanka
won,lost,1st,Ranchi,T20,India,Sri Lanka
lost,won,2nd,Ranchi,T20,Sri Lanka,India
won,lost,1st,Abu Dhabi,T20,Ireland,U.A.E.
lost,won,2nd,Abu Dhabi,T20,U.A.E.,Ireland
won,won,2nd,Visakhapatnam,T20,India,Sri Lanka
lost,lost,1st,Visakhapatnam,T20,Sri Lanka,India
won,won,1st,Abu Dhabi,T20,U.A.E.,Ireland
lost,lost,2nd,Abu Dhabi,T20,Ireland,U.A.E.
won,won,1st,Fatullah,T20,U.A.E.,Afghanistan
lost,lost,2nd,Fatullah,T20,Afghanistan,U.A.E.
won,won,1st,Fatullah,T20,Oman,Hong Kong
lost,lost,2nd,Fatullah,T20,Hong Kong,Oman
won,won,2nd,Cape Town,T20,South Africa,England
lost,lost,1st,Cape Town,T20,England,South Africa
won,lost,2nd,Fatullah,T20,Afghanistan,Oman
lost,won,1st,Fatullah,T20,Oman,Afghanistan
won,lost,2nd,Fatullah,T20,U.A.E.,Hong Kong
lost,won,1st,Fatullah,T20,Hong Kong,U.A.E.
won,won,2nd,Johannesburg,T20,South Africa,England
lost,lost,1st,Johannesburg,T20,England,South Africa
won,lost,1st,Mirpur,T20,Afghanistan,Hong Kong
lost,won,2nd,Mirpur,T20,Hong Kong,Afghanistan
won,lost,1st,Mirpur,T20,U.A.E.,Oman
lost,won,2nd,Mirpur,T20,Oman,U.A.E.
won,lost,1st,Mirpur,T20,India,Bangladesh
lost,won,2nd,Mirpur,T20,Bangladesh,India
won,lost,1st,Mirpur,T20,Sri Lanka,U.A.E.
lost,won,2nd,Mirpur,T20,U.A.E.,Sri Lanka
won,lost,1st,Mirpur,T20,Bangladesh,U.A.E.
lost,won,2nd,Mirpur,T20,U.A.E.,Bangladesh
won,won,2nd,Mirpur,T20,India,Pakistan
lost,lost,1st,Mirpur,T20,Pakistan,India
won,won,1st,Mirpur,T20,Bangladesh,Sri Lanka
lost,lost,2nd,Mirpur,T20,Sri Lanka,Bangladesh
won,lost,2nd,Mirpur,T20,Pakistan,U.A.E.
lost,won,1st,Mirpur,T20,U.A.E.,Pakistan
won,won,2nd,Mirpur,T20,India,Sri Lanka
lost,lost,1st,Mirpur,T20,Sri Lanka,India
won,lost,2nd,Mirpur,T20,Bangladesh,Pakistan
lost,won,1st,Mirpur,T20,Pakistan,Bangladesh
won,lost,2nd,Mirpur,T20,India,U.A.E.
lost,won,1st,Mirpur,T20,U.A.E.,India
won,won,2nd,Mirpur,T20,Pakistan,Sri Lanka
lost,lost,1st,Mirpur,T20,Sri Lanka,Pakistan
won,lost,2nd,Durban,T20,South Africa,Australia
lost,won,1st,Durban,T20,Australia,South Africa
won,won,2nd,Johannesburg,T20,Australia,South Africa
lost,lost,1st,Johannesburg,T20,South Africa,Australia
won,won,2nd,Mirpur,T20,India,Bangladesh
lost,lost,1st,Mirpur,T20,Bangladesh,India
won,lost,1st,Nagpur,T20,Zimbabwe,Hong Kong
lost,won,2nd,Nagpur,T20,Hong Kong,Zimbabwe
won,won,1st,Nagpur,T20,Afghanistan,Scotland
lost,lost,2nd,Nagpur,T20,Scotland,Afghanistan
won,lost,1st,Dharamsala,T20,Bangladesh,Netherlands
lost,won,2nd,Dharamsala,T20,Netherlands,Bangladesh
won,lost,2nd,Dharamsala,T20,Oman,Ireland
lost,won,1st,Dharamsala,T20,Ireland,Oman
won,lost,2nd,Cape Town,T20,Australia,South Africa
lost,won,1st,Cape Town,T20,South Africa,Australia
won,won,1st,Nagpur,T20,Zimbabwe,Scotland
lost,lost,2nd,Nagpur,T20,Scotland,Zimbabwe
won,lost,2nd,Nagpur,T20,Afghanistan,Hong Kong
lost,won,1st,Nagpur,T20,Hong Kong,Afghanistan
won,won,1st,Nagpur,T20,Afghanistan,Zimbabwe
lost,lost,2nd,Nagpur,T20,Zimbabwe,Afghanistan
won,lost,2nd,Nagpur,T20,Scotland,Hong Kong
lost,won,1st,Nagpur,T20,Hong Kong,Scotland
won,lost,1st,Dharamsala,T20,Netherlands,Ireland
lost,won,2nd,Dharamsala,T20,Ireland,Netherlands
won,lost,1st,Dharamsala,T20,Bangladesh,Oman
lost,won,2nd,Dharamsala,T20,Oman,Bangladesh
won,won,1st,Nagpur,T20,New Zealand,India
lost,lost,2nd,Nagpur,T20,India,New Zealand
won,won,1st,Eden Gardens,T20,Pakistan,Bangladesh
lost,lost,2nd,Eden Gardens,T20,Bangladesh,Pakistan
won,won,2nd,Wankhede,T20,West Indies,England
lost,lost,1st,Wankhede,T20,England,West Indies
won,lost,2nd,Eden Gardens,T20,Sri Lanka,Afghanistan
lost,won,1st,Eden Gardens,T20,Afghanistan,Sri Lanka
won,won,1st,Dharamsala,T20,New Zealand,Australia
lost,lost,2nd,Dharamsala,T20,Australia,New Zealand
won,won,2nd,Wankhede,T20,England,South Africa
lost,lost,1st,Wankhede,T20,South Africa,England
won,won,2nd,Eden Gardens,T20,India,Pakistan
lost,lost,1st,Eden Gardens,T20,Pakistan,India
won,won,1st,Wankhede,T20,South Africa,Afghanistan
lost,lost,2nd,Wankhede,T20,Afghanistan,South Africa
won,won,2nd,Bengaluru,T20,West Indies,Sri Lanka
lost,lost,1st,Bengaluru,T20,Sri Lanka,West Indies
won,won,2nd,Bengaluru,T20,Australia,Bangladesh
lost,lost,1st,Bengaluru,T20,Bangladesh,Australia
won,won,1st,Mohali,T20,New Zealand,Pakistan
lost,lost,2nd,Mohali,T20,Pakistan,New Zealand
won,won,1st,Delhi,T20,England,Afghanistan
lost,lost,2nd,Delhi,T20,Afghanistan,England
won,lost,1st,Bengaluru,T20,India,Bangladesh
lost,won,2nd,Bengaluru,T20,Bangladesh,India
won,won,1st,Mohali,T20,Australia,Pakistan
lost,lost,2nd,Mohali,T20,Pakistan,Australia
won,won,2nd,Nagpur,T20,West Indies,South Africa
lost,lost,1st,Nagpur,T20,South Africa,West Indies
won,won,1st,Eden Gardens,T20,New Zealand,Bangladesh
lost,lost,2nd,Eden Gardens,T20,Bangladesh,New Zealand
won,lost,1st,Delhi,T20,England,Sri Lanka
lost,won,2nd,Delhi,T20,Sri Lanka,England
won,lost,1st,Nagpur,T20,Afghanistan,West Indies
lost,won,2nd,Nagpur,T20,West Indies,Afghanistan
won,lost,2nd,Mohali,T20,India,Australia
lost,won,1st,Mohali,T20,Australia,India
won,won,2nd,Delhi,T20,South Africa,Sri Lanka
lost,lost,1st,Delhi,T20,Sri Lanka,South Africa
won,won,2nd,Delhi,T20,England,New Zealand
lost,lost,1st,Delhi,T20,New Zealand,England
won,won,2nd,Wankhede,T20,West Indies,India
lost,lost,1st,Wankhede,T20,India,West Indies
won,won,2nd,Eden Gardens,T20,West Indies,England
lost,lost,1st,Eden Gardens,T20,England,West Indies
won,lost,1st,Harare,T20,Zimbabwe,India
lost,won,2nd,Harare,T20,India,Zimbabwe
won,lost,2nd,Harare,T20,India,Zimbabwe
lost,won,1st,Harare,T20,Zimbabwe,India
won,lost,1st,Harare,T20,India,Zimbabwe
lost,won,2nd,Harare,T20,Zimbabwe,India
won,lost,2nd,Southampton,T20,England,Sri Lanka
lost,won,1st,Southampton,T20,Sri Lanka,England
won,lost,1st,Lauderhill,T20,West Indies,India
lost,won,2nd,Lauderhill,T20,India,West Indies
won,won,1st,Bready,T20,Hong Kong,Ireland
lost,lost,2nd,Bready,T20,Ireland,Hong Kong
won,lost,1st,Pallekele,T20,Australia,Sri Lanka
lost,won,2nd,Pallekele,T20,Sri Lanka,Australia
won,lost,2nd,Manchester,T20,Pakistan,England
lost,won,1st,Manchester,T20,England,Pakistan
won,lost,2nd,Colombo (RPS),T20,Australia,Sri Lanka
lost,won,1st,Colombo (RPS),T20,Sri Lanka,Australia
won,won,2nd,Dubai (DICS),T20,Pakistan,West Indies
lost,lost,1st,Dubai (DICS),T20,West Indies,Pakistan
won,lost,1st,Dubai (DICS),T20,Pakistan,West Indies
lost,won,2nd,Dubai (DICS),T20,West Indies,Pakistan
won,won,2nd,Abu Dhabi,T20,Pakistan,West Indies
lost,lost,1st,Abu Dhabi,T20,West Indies,Pakistan
won,won,1st,ICCA Dubai,T20,Afghanistan,U.A.E.
lost,lost,2nd,ICCA Dubai,T20,U.A.E.,Afghanistan
won,lost,2nd,Dubai (DICS),T20,Afghanistan,U.A.E.
lost,won,1st,Dubai (DICS),T20,U.A.E.,Afghanistan
won,won,1st,ICCA Dubai,T20,Afghanistan,U.A.E.
lost,lost,2nd,ICCA Dubai,T20,U.A.E.,Afghanistan
won,lost,2nd,Napier,T20,New Zealand,Bangladesh
lost,won,1st,Napier,T20,Bangladesh,New Zealand
won,lost,1st,Mount Maunganui,T20,New Zealand,Bangladesh
lost,won,2nd,Mount Maunganui,T20,Bangladesh,New Zealand
won,lost,1st,Mount Maunganui,T20,New Zealand,Bangladesh
lost,won,2nd,Mount Maunganui,T20,Bangladesh,New Zealand
won,won,1st,Abu Dhabi,T20,Scotland,Hong Kong
lost,lost,2nd,Abu Dhabi,T20,Hong Kong,Scotland
won,lost,2nd,Abu Dhabi,T20,Afghanistan,Ireland
lost,won,1st,Abu Dhabi,T20,Ireland,Afghanistan
won,lost,2nd,Abu Dhabi,T20,Netherlands,Oman
lost,won,1st,Abu Dhabi,T20,Oman,Netherlands
won,won,2nd,Abu Dhabi,T20,Oman,Hong Kong
lost,lost,1st,Abu Dhabi,T20,Hong Kong,Oman
won,won,2nd,Abu Dhabi,T20,Afghanistan,U.A.E.
lost,lost,1st,Abu Dhabi,T20,U.A.E.,Afghanistan
won,lost,1st,Abu Dhabi,T20,Scotland,Netherlands
lost,won,2nd,Abu Dhabi,T20,Netherlands,Scotland
won,won,1st,Dubai (DICS),T20,Ireland,U.A.E.
lost,lost,2nd,Dubai (DICS),T20,U.A.E.,Ireland
won,won,1st,Dubai (DICS),T20,Hong Kong,Netherlands
lost,lost,2nd,Dubai (DICS),T20,Netherlands,Hong Kong
won,lost,2nd,Dubai (DICS),T20,Scotland,Oman
lost,won,1st,Dubai (DICS),T20,Oman,Scotland
won,won,2nd,Dubai (DICS),T20,Afghanistan,Oman
lost,lost,1st,Dubai (DICS),T20,Oman,Afghanistan
won,lost,1st,Dubai (DICS),T20,Ireland,Scotland
lost,won,2nd,Dubai (DICS),T20,Scotland,Ireland
won,lost,2nd,Dubai (DICS),T20,Afghanistan,Ireland
lost,won,1st,Dubai (DICS),T20,Ireland,Afghanistan
won,lost,1st,Centurion,T20,South Africa,Sri Lanka
lost,won,2nd,Centurion,T20,Sri Lanka,South Africa
won,lost,2nd,Johannesburg,T20,Sri Lanka,South Africa
lost,won,1st,Johannesburg,T20,South Africa,Sri Lanka
won,lost,2nd,Cape Town,T20,Sri Lanka,South Africa
lost,won,1st,Cape Town,T20,South Africa,Sri Lanka
won,won,2nd,Kanpur,T20,England,India
lost,lost,1st,Kanpur,T20,India,England
won,lost,1st,Nagpur,T20,India,England
lost,won,2nd,Nagpur,T20,England,India
won,lost,1st,Bengaluru,T20,India,England
lost,won,2nd,Bengaluru,T20,England,India
won,lost,1st,Auckland,T20,South Africa,New Zealand
lost,won,2nd,Auckland,T20,New Zealand,South Africa
won,won,2nd,Melbourne,T20,Sri Lanka,Australia
lost,lost,1st,Melbourne,T20,Australia,Sri Lanka
won,won,2nd,Geelong,T20,Sri Lanka,Australia
lost,lost,1st,Geelong,T20,Australia,Sri Lanka
won,lost,1st,Adelaide,T20,Australia,Sri Lanka
lost,won,2nd,Adelaide,T20,Sri Lanka,Australia
won,lost,2nd,Greater Noida,T20,Afghanistan,Ireland
lost,won,1st,Greater Noida,T20,Ireland,Afghanistan
won,won,1st,Greater Noida,T20,Afghanistan,Ireland
lost,lost,2nd,Greater Noida,T20,Ireland,Afghanistan
won,lost,1st,Greater Noida,T20,Afghanistan,Ireland
lost,won,2nd,Greater Noida,T20,Ireland,Afghanistan
won,won,2nd,Bridgetown,T20,Pakistan,West Indies
lost,lost,1st,Bridgetown,T20,West Indies,Pakistan
won,lost,1st,Port of Spain,T20,Pakistan,West Indies
lost,won,2nd,Port of Spain,T20,West Indies,Pakistan
won,lost,2nd,Port of Spain,T20,West Indies,Pakistan
lost,won,1st,Port of Spain,T20,Pakistan,West Indies
won,won,2nd,Port of Spain,T20,Pakistan,West Indies
lost,lost,1st,Port of Spain,T20,West Indies,Pakistan
won,lost,2nd,Colombo (RPS),T20,Sri Lanka,Bangladesh
lost,won,1st,Colombo (RPS),T20,Bangladesh,Sri Lanka
won,won,1st,Colombo (RPS),T20,Bangladesh,Sri Lanka
lost,lost,2nd,Colombo (RPS),T20,Sri Lanka,Bangladesh
won,won,2nd,Abu Dhabi,T20,U.A.E.,P.N.G.
lost,lost,1st,Abu Dhabi,T20,P.N.G.,U.A.E.
won,lost,1st,Abu Dhabi,T20,U.A.E.,P.N.G.
lost,won,2nd,Abu Dhabi,T20,P.N.G.,U.A.E.
won,lost,2nd,Abu Dhabi,T20,U.A.E.,P.N.G.
lost,won,1st,Abu Dhabi,T20,P.N.G.,U.A.E.
won,lost,2nd,Basseterre,T20,West Indies,Afghanistan
lost,won,1st,Basseterre,T20,Afghanistan,West Indies
won,won,1st,Basseterre,T20,West Indies,Afghanistan
lost,lost,2nd,Basseterre,T20,Afghanistan,West Indies
won,lost,2nd,Basseterre,T20,West Indies,Afghanistan
lost,won,1st,Basseterre,T20,Afghanistan,West Indies
won,lost,2nd,Southampton,T20,England,South Africa
lost,won,1st,Southampton,T20,South Africa,England
won,lost,1st,Taunton,T20,South Africa,England
lost,won,2nd,Taunton,T20,England,South Africa
won,lost,1st,Cardiff,T20,England,South Africa
lost,won,2nd,Cardiff,T20,South Africa,England
won,won,2nd,Kingston,T20,West Indies,India
lost,lost,1st,Kingston,T20,India,West Indies
won,won,2nd,Colombo (RPS),T20,India,Sri Lanka
lost,lost,1st,Colombo (RPS),T20,Sri Lanka,India
won,lost,1st,Chester-le-Street,T20,West Indies,England
lost,won,2nd,Chester-le-Street,T20,England,West Indies
won,won,2nd,Ranchi,T20,India,Australia
lost,lost,1st,Ranchi,T20,Australia,India
won,won,2nd,Guwahati,T20,Australia,India
lost,lost,1st,Guwahati,T20,India,Australia
won,won,2nd,Abu Dhabi,T20,Pakistan,Sri Lanka
lost,lost,1st,Abu Dhabi,T20,Sri Lanka,Pakistan
won,won,1st,Bloemfontein,T20,South Africa,Bangladesh
lost,lost,2nd,Bloemfontein,T20,Bangladesh,South Africa
won,won,2nd,Abu Dhabi,T20,Pakistan,Sri Lanka
lost,lost,1st,Abu Dhabi,T20,Sri Lanka,Pakistan
won,lost,1st,Potchefstroom,T20,South Africa,Bangladesh
lost,won,2nd,Potchefstroom,T20,Bangladesh,South Africa
won,lost,1st,Lahore,T20,Pakistan,Sri Lanka
lost,won,2nd,Lahore,T20,Sri Lanka,Pakistan
won,lost,1st,Delhi,T20,India,New Zealand
lost,won,2nd,Delhi,T20,New Zealand,India
won,won,1st,Rajkot,T20,New Zealand,India
lost,lost,2nd,Rajkot,T20,India,New Zealand
won,lost,1st,Thiruvananthapuram,T20,India,New Zealand
lost,won,2nd,Thiruvananthapuram,T20,New Zealand,India
won,lost,1st,Cuttack,T20,India,Sri Lanka
lost,won,2nd,Cuttack,T20,Sri Lanka,India
won,lost,1st,Indore,T20,India,Sri Lanka
lost,won,2nd,Indore,T20,Sri Lanka,India
won,won,2nd,Wankhede,T20,India,Sri Lanka
lost,lost,1st,Wankhede,T20,Sri Lanka,India
won,lost,1st,Nelson,T20,New Zealand,West Indies
lost,won,2nd,Nelson,T20,West Indies,New Zealand
won,won,1st,Mount Maunganui,T20,New Zealand,West Indies
lost,lost,2nd,Mount Maunganui,T20,West Indies,New Zealand
won,won,2nd,Wellington,T20,New Zealand,Pakistan
lost,lost,1st,Wellington,T20,Pakistan,New Zealand
won,won,1st,Auckland,T20,Pakistan,New Zealand
lost,lost,2nd,Auckland,T20,New Zealand,Pakistan
won,won,1st,Mount Maunganui,T20,Pakistan,New Zealand
lost,lost,2nd,Mount Maunganui,T20,New Zealand,Pakistan
won,won,2nd,Sydney,T20,Australia,New Zealand
lost,lost,1st,Sydney,T20,New Zealand,Australia
won,won,2nd,Sharjah,T20,Afghanistan,Zimbabwe
lost,lost,1st,Sharjah,T20,Zimbabwe,Afghanistan
won,lost,1st,Sharjah,T20,Afghanistan,Zimbabwe
lost,won,2nd,Sharjah,T20,Zimbabwe,Afghanistan
won,won,2nd,Hobart,T20,Australia,England
lost,lost,1st,Hobart,T20,England,Australia
won,won,2nd,Melbourne,T20,Australia,England
lost,lost,1st,Melbourne,T20,England,Australia
won,lost,1st,Wellington,T20,New Zealand,England
lost,won,2nd,Wellington,T20,England,New Zealand
won,lost,2nd,Mirpur,T20,Sri Lanka,Bangladesh
lost,won,1st,Mirpur,T20,Bangladesh,Sri Lanka
won,lost,2nd,Auckland,T20,Australia,New Zealand
lost,won,1st,Auckland,T20,New Zealand,Australia
won,lost,1st,Hamilton,T20,England,New Zealand
lost,won,2nd,Hamilton,T20,New Zealand,England
won,lost,1st,Sylhet,T20,Sri Lanka,Bangladesh
lost,won,2nd,Sylhet,T20,Bangladesh,Sri Lanka
won,lost,1st,Johannesburg,T20,India,South Africa
lost,won,2nd,Johannesburg,T20,South Africa,India
won,lost,2nd,Auckland,T20,Australia,New Zealand
lost,won,1st,Auckland,T20,New Zealand,Australia
won,won,2nd,Centurion,T20,South Africa,India
lost,lost,1st,Centurion,T20,India,South Africa
won,lost,1st,Cape Town,T20,India,South Africa
lost,won,2nd,Cape Town,T20,South Africa,India
won,won,2nd,Colombo (RPS),T20,Sri Lanka,India
lost,lost,1st,Colombo (RPS),T20,India,Sri Lanka
won,won,2nd,Colombo (RPS),T20,India,Bangladesh
lost,lost,1st,Colombo (RPS),T20,Bangladesh,India
won,won,2nd,Colombo (RPS),T20,Bangladesh,Sri Lanka
lost,lost,1st,Colombo (RPS),T20,Sri Lanka,Bangladesh
won,won,2nd,Colombo (RPS),T20,India,Sri Lanka
lost,lost,1st,Colombo (RPS),T20,Sri Lanka,India
won,lost,1st,Colombo (RPS),T20,India,Bangladesh
lost,won,2nd,Colombo (RPS),T20,Bangladesh,India
won,won,2nd,Colombo (RPS),T20,Bangladesh,Sri Lanka
lost,lost,1st,Colombo (RPS),T20,Sri Lanka,Bangladesh
won,won,2nd,Colombo (RPS),T20,India,Bangladesh
lost,lost,1st,Colombo (RPS),T20,Bangladesh,India
won,lost,1st,Karachi,T20,Pakistan,West Indies
lost,won,2nd,Karachi,T20,West Indies,Pakistan
won,won,1st,Karachi,T20,Pakistan,West Indies
lost,lost,2nd,Karachi,T20,West Indies,Pakistan
won,lost,2nd,Karachi,T20,Pakistan,West Indies
lost,won,1st,Karachi,T20,West Indies,Pakistan
won,lost,1st,Dehradun,T20,Afghanistan,Bangladesh
lost,won,2nd,Dehradun,T20,Bangladesh,Afghanistan
won,lost,2nd,Dehradun,T20,Afghanistan,Bangladesh
lost,won,1st,Dehradun,T20,Bangladesh,Afghanistan
won,won,1st,Dehradun,T20,Afghanistan,Bangladesh
lost,lost,2nd,Dehradun,T20,Bangladesh,Afghanistan
won,lost,1st,Rotterdam,T20,Netherlands,Ireland
lost,won,2nd,Rotterdam,T20,Ireland,Netherlands
won,won,1st,Edinburgh,T20,Pakistan,Scotland
lost,lost,2nd,Edinburgh,T20,Scotland,Pakistan
won,lost,2nd,Rotterdam,T20,Netherlands,Ireland
lost,won,1st,Rotterdam,T20,Ireland,Netherlands
won,won,1st,Edinburgh,T20,Pakistan,Scotland
lost,lost,2nd,Edinburgh,T20,Scotland,Pakistan
won,won,1st,Deventer,T20,Ireland,Scotland
